customer_id,province,municipality,customer_type,property_type,service_type,billing_date,billing_amount,payment_amount,payment_method,payment_status,outstanding_balance,days_overdue
CUST009612,Limpopo,Municipality_D,Business,Apartment,Waste,2025-09-01,1556.58,1556.58,Card,Paid,0,0
CUST009613,Limpopo,Municipality_C,Residential,House,Electricity,2025-10-01,1068.71,1068.71,EFT,Paid,0,0
CUST009614,Gauteng,Municipality_B,Residential,Apartment,Electricity,2025-11-01,1514.11,812.53,Card,Partial,701.58,6
CUST009615,Limpopo,Municipality_C,Residential,House,Water,2025-12-01,762.28,762.28,EFT,Paid,0,0
CUST009616,Gauteng,Municipality_B,Residential,Apartment,Electricity,2024-01-01,1582.42,1582.42,Card,Paid,0,0
CUST009617,Gauteng,Municipality_B,Business,Apartment,Waste,2024-02-01,1143.2,1143.2,Card,Paid,0,0
CUST009618,Gauteng,Municipality_B,Residential,House,Water,2024-03-01,921.16,719.64,Card,Partial,201.52,75
CUST009619,KwaZulu-Natal,Municipality_H,Business,House,Electricity,2024-04-01,4691.64,4691.64,EFT,Paid,0,0
CUST009620,Mpumalanga,Municipality_E,Residential,Apartment,Water,2024-05-01,772.97,311.09,Cash,Partial,461.88,41
CUST009621,Limpopo,Municipality_D,Residential,House,Water,2024-06-01,595.18,0,None,Unpaid,595.18,289
CUST009622,Mpumalanga,Municipality_F,Business,House,Electricity,2024-07-01,5029.4,5029.4,Cash,Paid,0,0
CUST009623,Gauteng,Municipality_A,Business,Apartment,Electricity,2024-08-01,4926.59,4926.59,Card,Paid,0,0
CUST009624,Limpopo,Municipality_C,Business,House,Electricity,2024-09-01,3174.53,1589.71,Card,Partial,1584.82,79
CUST009625,Limpopo,Municipality_C,Residential,House,Property Rates,2024-10-01,1022.39,328.3,EFT,Partial,694.09,67
CUST009626,Limpopo,Municipality_D,Residential,House,Water,2024-11-01,838.27,838.27,Cash,Paid,0,0
CUST009627,Limpopo,Municipality_C,Residential,House,Waste,2024-12-01,430.13,430.13,Card,Paid,0,0
CUST009628,Limpopo,Municipality_D,Residential,House,Water,2025-01-01,775.93,775.93,Cash,Paid,0,0
CUST009629,Mpumalanga,Municipality_E,Residential,Apartment,Waste,2025-02-01,384.49,140.84,Card,Partial,243.65,51
CUST009630,Gauteng,Municipality_A,Residential,Apartment,Water,2025-03-01,892.86,311.6,EFT,Partial,581.26,83
CUST009631,Gauteng,Municipality_B,Residential,Apartment,Water,2025-04-01,567.79,309.78,Cash,Partial,258.01,3
CUST009632,Gauteng,Municipality_A,Residential,House,Water,2025-05-01,973.58,973.58,Card,Paid,0,0
CUST009633,Gauteng,Municipality_A,Business,House,Water,2025-06-01,2084.49,2084.49,Cash,Paid,0,0
CUST009634,Limpopo,Municipality_D,Residential,House,Water,2025-07-01,517.23,517.23,Card,Paid,0,0
CUST009635,Limpopo,Municipality_D,Residential,House,Water,2025-08-01,903.39,903.39,EFT,Paid,0,0
CUST009636,Gauteng,Municipality_B,Business,Apartment,Electricity,2025-09-01,2655.15,1721.77,Cash,Partial,933.38,22
CUST009637,Limpopo,Municipality_C,Residential,House,Waste,2025-10-01,393.48,0,None,Unpaid,393.48,167
CUST009638,Mpumalanga,Municipality_E,Residential,House,Water,2025-11-01,960.48,960.48,Card,Paid,0,0
CUST009639,Gauteng,Municipality_A,Residential,House,Waste,2025-12-01,303.59,303.59,EFT,Paid,0,0
CUST009640,Gauteng,Municipality_A,Residential,House,Waste,2024-01-01,411.46,411.46,EFT,Paid,0,0
CUST009641,Limpopo,Municipality_C,Residential,Apartment,Electricity,2024-02-01,859,859,EFT,Paid,0,0
CUST009642,Mpumalanga,Municipality_F,Residential,House,Electricity,2024-03-01,1313.96,1313.96,Card,Paid,0,0
CUST009643,Limpopo,Municipality_C,Residential,House,Water,2024-04-01,815.29,815.29,Cash,Paid,0,0
CUST009644,KwaZulu-Natal,Municipality_G,Business,House,Electricity,2024-05-01,3958.2,3958.2,EFT,Paid,0,0
CUST009645,Mpumalanga,Municipality_E,Residential,House,Electricity,2024-06-01,1618.45,581.36,EFT,Partial,1037.09,51
CUST009646,Limpopo,Municipality_D,Business,House,Waste,2024-07-01,1410.51,791.76,Card,Partial,618.75,80
CUST009647,Mpumalanga,Municipality_E,Residential,House,Water,2024-08-01,588.05,0,None,Unpaid,588.05,61
CUST009648,Limpopo,Municipality_C,Residential,House,Electricity,2024-09-01,992.22,992.22,EFT,Paid,0,0
CUST009649,Mpumalanga,Municipality_E,Residential,House,Property Rates,2024-10-01,985.17,985.17,EFT,Paid,0,0
CUST009650,Mpumalanga,Municipality_E,Residential,Apartment,Waste,2024-11-01,341.57,341.57,Cash,Paid,0,0
CUST009651,Limpopo,Municipality_D,Business,House,Electricity,2024-12-01,4313.48,0,None,Unpaid,4313.48,115
CUST009652,KwaZulu-Natal,Municipality_G,Residential,House,Electricity,2025-01-01,1458.51,1458.51,EFT,Paid,0,0
CUST009653,Gauteng,Municipality_B,Residential,Apartment,Electricity,2025-02-01,979.91,979.91,EFT,Paid,0,0
CUST009654,Gauteng,Municipality_A,Residential,House,Waste,2025-03-01,368.13,368.13,EFT,Paid,0,0
CUST009655,Mpumalanga,Municipality_E,Residential,House,Water,2025-04-01,562.66,562.66,Debit Order,Paid,0,0
CUST009656,KwaZulu-Natal,Municipality_G,Residential,House,Electricity,2025-05-01,885.22,885.22,EFT,Paid,0,0
CUST009657,Limpopo,Municipality_D,Residential,Apartment,Water,2025-06-01,502.05,502.05,Cash,Paid,0,0
CUST009658,Limpopo,Municipality_D,Residential,House,Water,2025-07-01,516.04,309.7,Cash,Partial,206.34,39
CUST009659,Limpopo,Municipality_C,Residential,Apartment,Electricity,2025-08-01,905.28,253.69,EFT,Partial,651.59,46
CUST009660,Gauteng,Municipality_B,Residential,Apartment,Electricity,2025-09-01,946.51,946.51,EFT,Paid,0,0
CUST009661,KwaZulu-Natal,Municipality_H,Residential,Apartment,Electricity,2025-10-01,1113.82,279.8,EFT,Partial,834.02,16
CUST009662,Gauteng,Municipality_A,Residential,Apartment,Water,2025-11-01,576.54,576.54,Cash,Paid,0,0
CUST009663,KwaZulu-Natal,Municipality_H,Residential,House,Water,2025-12-01,566.47,566.47,EFT,Paid,0,0
CUST009664,Limpopo,Municipality_D,Business,House,Water,2024-01-01,3299.8,3299.8,Card,Paid,0,0
CUST009665,Limpopo,Municipality_C,Residential,Apartment,Electricity,2024-02-01,1103.65,765.46,Cash,Partial,338.19,33
CUST009666,Limpopo,Municipality_C,Residential,House,Water,2024-03-01,754.58,754.58,Card,Paid,0,0
CUST009667,Limpopo,Municipality_D,Residential,Apartment,Electricity,2024-04-01,1201.02,913.09,EFT,Partial,287.93,36
CUST009668,Gauteng,Municipality_A,Business,House,Water,2024-05-01,2470.48,2470.48,EFT,Paid,0,0
CUST009669,Limpopo,Municipality_C,Residential,House,Electricity,2024-06-01,1509.45,0,None,Unpaid,1509.45,180
CUST009670,Limpopo,Municipality_C,Residential,Apartment,Electricity,2024-07-01,1545.54,569.93,EFT,Partial,975.61,52
CUST009671,Gauteng,Municipality_A,Residential,House,Water,2024-08-01,564.24,564.24,EFT,Paid,0,0
CUST009672,KwaZulu-Natal,Municipality_H,Residential,House,Water,2024-09-01,756.77,493.79,Card,Partial,262.98,61
CUST009673,Mpumalanga,Municipality_E,Residential,House,Electricity,2024-10-01,1088.44,1088.44,Cash,Paid,0,0
CUST009674,Mpumalanga,Municipality_E,Residential,House,Electricity,2024-11-01,981.81,981.81,EFT,Paid,0,0
CUST009675,Limpopo,Municipality_D,Business,Apartment,Electricity,2024-12-01,4341.81,4341.81,Card,Paid,0,0
CUST009676,Mpumalanga,Municipality_E,Residential,House,Electricity,2025-01-01,1417.37,1417.37,Card,Paid,0,0
CUST009677,Gauteng,Municipality_B,Residential,House,Water,2025-02-01,744.63,744.63,EFT,Paid,0,0
CUST009678,Gauteng,Municipality_B,Residential,House,Water,2025-03-01,618.96,346.05,EFT,Partial,272.91,89
CUST009679,Gauteng,Municipality_A,Residential,House,Electricity,2025-04-01,1116.08,1116.08,Card,Paid,0,0
CUST009680,Gauteng,Municipality_A,Residential,House,Electricity,2025-05-01,1552.66,1552.66,Card,Paid,0,0
CUST009681,Limpopo,Municipality_C,Residential,House,Waste,2025-06-01,376.2,276.28,Cash,Partial,99.92,3
CUST009682,Gauteng,Municipality_B,Business,Apartment,Water,2025-07-01,1989.01,1989.01,Card,Paid,0,0
CUST009683,KwaZulu-Natal,Municipality_G,Residential,House,Water,2025-08-01,852.8,270.04,EFT,Partial,582.76,18
CUST009684,Gauteng,Municipality_A,Residential,House,Water,2025-09-01,615.13,615.13,Card,Paid,0,0
CUST009685,Limpopo,Municipality_C,Residential,House,Water,2025-10-01,621,300.05,Cash,Partial,320.95,22
CUST009686,Gauteng,Municipality_A,Residential,House,Waste,2025-11-01,262.96,262.96,Card,Paid,0,0
CUST009687,Limpopo,Municipality_D,Residential,House,Electricity,2025-12-01,956.34,956.34,Cash,Paid,0,0
CUST009688,Limpopo,Municipality_D,Residential,Apartment,Water,2024-01-01,839.3,554.68,Cash,Partial,284.62,21
CUST009689,Limpopo,Municipality_C,Residential,House,Electricity,2024-02-01,884.79,884.79,Card,Paid,0,0
CUST009690,Limpopo,Municipality_D,Residential,House,Waste,2024-03-01,442.94,442.94,EFT,Paid,0,0
CUST009691,Limpopo,Municipality_C,Residential,House,Water,2024-04-01,525.7,525.7,EFT,Paid,0,0
CUST009692,Gauteng,Municipality_A,Residential,House,Electricity,2024-05-01,1442.64,1442.64,EFT,Paid,0,0
CUST009693,Gauteng,Municipality_B,Residential,Apartment,Waste,2024-06-01,425.58,0,None,Unpaid,425.58,271
CUST009694,Limpopo,Municipality_C,Residential,House,Water,2024-07-01,511.66,511.66,EFT,Paid,0,0
CUST009695,Limpopo,Municipality_D,Residential,House,Water,2024-08-01,872.15,872.15,Card,Paid,0,0
CUST009696,Limpopo,Municipality_C,Residential,House,Electricity,2024-09-01,1493.8,0,None,Unpaid,1493.8,200
CUST009697,Gauteng,Municipality_B,Residential,House,Water,2024-10-01,878.46,878.46,EFT,Paid,0,0
CUST009698,Gauteng,Municipality_B,Residential,House,Water,2024-11-01,974.49,741.97,EFT,Partial,232.52,42
CUST009699,Limpopo,Municipality_D,Residential,House,Electricity,2024-12-01,871.53,871.53,Cash,Paid,0,0
CUST009700,Gauteng,Municipality_B,Business,House,Water,2025-01-01,1669.53,1310.49,Card,Partial,359.04,19
CUST009701,Limpopo,Municipality_D,Residential,House,Waste,2025-02-01,428.93,428.93,Cash,Paid,0,0
CUST009702,Limpopo,Municipality_D,Residential,Apartment,Electricity,2025-03-01,1154.12,1154.12,Card,Paid,0,0
CUST009703,Limpopo,Municipality_D,Business,House,Waste,2025-04-01,1731.04,553.09,Cash,Partial,1177.95,5
CUST009704,KwaZulu-Natal,Municipality_G,Residential,House,Water,2025-05-01,682.02,419.64,EFT,Partial,262.38,82
CUST009705,Gauteng,Municipality_B,Residential,House,Water,2025-06-01,777.68,777.68,EFT,Paid,0,0
CUST009706,Limpopo,Municipality_D,Business,House,Electricity,2025-07-01,4215.1,4215.1,EFT,Paid,0,0
CUST009707,Limpopo,Municipality_D,Residential,House,Water,2025-08-01,838.65,838.65,Card,Paid,0,0
CUST009708,Gauteng,Municipality_B,Business,Commercial,Water,2025-09-01,2199.13,2199.13,Card,Paid,0,0
CUST009709,Gauteng,Municipality_A,Residential,House,Water,2025-10-01,583.29,372.35,EFT,Partial,210.94,27
CUST009710,Mpumalanga,Municipality_F,Residential,House,Water,2025-11-01,651.4,651.4,Card,Paid,0,0
CUST009711,Mpumalanga,Municipality_E,Residential,House,Electricity,2025-12-01,953.14,953.14,Card,Paid,0,0
CUST009712,Mpumalanga,Municipality_E,Residential,House,Electricity,2024-01-01,1222.45,1222.45,EFT,Paid,0,0
CUST009713,Mpumalanga,Municipality_F,Residential,House,Electricity,2024-02-01,1342.62,473.15,Cash,Partial,869.47,46
CUST009714,Gauteng,Municipality_B,Residential,Apartment,Waste,2024-03-01,239.06,239.06,Card,Paid,0,0
CUST009715,Mpumalanga,Municipality_F,Residential,Apartment,Waste,2024-04-01,225.22,176.71,EFT,Partial,48.51,40
CUST009716,Limpopo,Municipality_D,Residential,Apartment,Electricity,2024-05-01,1229.88,1229.88,EFT,Paid,0,0
CUST009717,Limpopo,Municipality_C,Residential,House,Electricity,2024-06-01,1641.37,1641.37,Cash,Paid,0,0
CUST009718,Gauteng,Municipality_A,Residential,Commercial,Electricity,2024-07-01,1038.44,324.66,EFT,Partial,713.78,1
CUST009719,KwaZulu-Natal,Municipality_H,Business,Apartment,Electricity,2024-08-01,3531.35,3531.35,Cash,Paid,0,0
CUST009720,Gauteng,Municipality_A,Residential,House,Water,2024-09-01,822.35,345.28,EFT,Partial,477.07,53
CUST009721,Gauteng,Municipality_A,Residential,Apartment,Electricity,2024-10-01,851.4,851.4,Cash,Paid,0,0
CUST009722,Limpopo,Municipality_D,Business,House,Water,2024-11-01,2491.55,572.28,Card,Partial,1919.27,71
CUST009723,Gauteng,Municipality_B,Residential,House,Electricity,2024-12-01,1285.58,1285.58,Card,Paid,0,0
CUST009724,Limpopo,Municipality_D,Residential,House,Water,2025-01-01,597.76,597.76,Card,Paid,0,0
CUST009725,Gauteng,Municipality_B,Business,House,Electricity,2025-02-01,4786.75,4786.75,Card,Paid,0,0
CUST009726,Limpopo,Municipality_C,Residential,House,Water,2025-03-01,646.9,646.9,Card,Paid,0,0
CUST009727,Mpumalanga,Municipality_F,Residential,Apartment,Electricity,2025-04-01,1064,1064,EFT,Paid,0,0
CUST009728,Limpopo,Municipality_C,Residential,House,Waste,2025-05-01,295.15,295.15,EFT,Paid,0,0
CUST009729,Gauteng,Municipality_A,Residential,House,Electricity,2025-06-01,996.51,329.65,EFT,Partial,666.86,33
CUST009730,Gauteng,Municipality_B,Residential,Apartment,Electricity,2025-07-01,1384.56,1384.56,Cash,Paid,0,0
CUST009731,Gauteng,Municipality_A,Residential,House,Waste,2025-08-01,252.75,132.42,EFT,Partial,120.33,90
CUST009732,Gauteng,Municipality_B,Residential,House,Water,2025-09-01,627.09,255.86,EFT,Partial,371.23,51
CUST009733,Mpumalanga,Municipality_E,Residential,House,Waste,2025-10-01,445.14,445.14,Card,Paid,0,0
CUST009734,Mpumalanga,Municipality_F,Residential,House,Water,2025-11-01,911.35,0,None,Unpaid,911.35,197
CUST009735,Gauteng,Municipality_B,Residential,House,Water,2025-12-01,727.66,0,None,Unpaid,727.66,75
CUST009736,Gauteng,Municipality_A,Residential,Apartment,Electricity,2024-01-01,1316.84,1316.84,Card,Paid,0,0
CUST009737,Mpumalanga,Municipality_F,Residential,House,Electricity,2024-02-01,852.86,852.86,Card,Paid,0,0
CUST009738,Mpumalanga,Municipality_F,Residential,House,Water,2024-03-01,942.72,942.72,Card,Paid,0,0
CUST009739,Limpopo,Municipality_D,Residential,House,Water,2024-04-01,595.91,0,None,Unpaid,595.91,275
CUST009740,KwaZulu-Natal,Municipality_G,Business,House,Waste,2024-05-01,1607.17,717.72,Card,Partial,889.45,50
CUST009741,Limpopo,Municipality_D,Residential,Apartment,Water,2024-06-01,792.92,792.92,EFT,Paid,0,0
CUST009742,Gauteng,Municipality_A,Residential,Apartment,Water,2024-07-01,788.3,788.3,Card,Paid,0,0
CUST009743,Limpopo,Municipality_C,Residential,House,Water,2024-08-01,600.25,600.25,EFT,Paid,0,0
CUST009744,Gauteng,Municipality_B,Residential,Apartment,Waste,2024-09-01,445.54,161.15,Card,Partial,284.39,17
CUST009745,Gauteng,Municipality_A,Residential,House,Water,2024-10-01,732.04,732.04,Cash,Paid,0,0
CUST009746,Limpopo,Municipality_C,Business,Apartment,Electricity,2024-11-01,3482.99,3482.99,Card,Paid,0,0
CUST009747,Limpopo,Municipality_C,Residential,House,Water,2024-12-01,658.08,658.08,EFT,Paid,0,0
CUST009748,Gauteng,Municipality_A,Residential,House,Waste,2025-01-01,287.71,287.71,EFT,Paid,0,0
CUST009749,Mpumalanga,Municipality_F,Residential,Apartment,Water,2025-02-01,612.73,612.73,EFT,Paid,0,0
CUST009750,Mpumalanga,Municipality_F,Residential,Apartment,Electricity,2025-03-01,882.99,437.77,Card,Partial,445.22,21
CUST009751,Gauteng,Municipality_A,Residential,House,Water,2025-04-01,761.59,761.59,EFT,Paid,0,0
CUST009752,Mpumalanga,Municipality_E,Business,House,Water,2025-05-01,2068.57,2068.57,EFT,Paid,0,0
CUST009753,Limpopo,Municipality_D,Residential,House,Electricity,2025-06-01,1349.99,1349.99,Cash,Paid,0,0
CUST009754,Gauteng,Municipality_A,Residential,Commercial,Electricity,2025-07-01,976.23,976.23,EFT,Paid,0,0
CUST009755,Mpumalanga,Municipality_E,Residential,House,Waste,2025-08-01,415.84,415.84,Debit Order,Paid,0,0
CUST009756,Gauteng,Municipality_B,Residential,Apartment,Water,2025-09-01,720.34,316.15,EFT,Partial,404.19,83
CUST009757,Limpopo,Municipality_D,Business,Apartment,Water,2025-10-01,2580.78,2580.78,Cash,Paid,0,0
CUST009758,Mpumalanga,Municipality_E,Residential,House,Electricity,2025-11-01,1191.38,316.61,Card,Partial,874.77,25
CUST009759,Limpopo,Municipality_C,Residential,House,Water,2025-12-01,881.57,881.57,EFT,Paid,0,0
CUST009760,Gauteng,Municipality_B,Business,House,Water,2024-01-01,3165.88,3165.88,Card,Paid,0,0
CUST009761,Limpopo,Municipality_C,Residential,Apartment,Waste,2024-02-01,417.99,153.19,EFT,Partial,264.8,18
CUST009762,Limpopo,Municipality_D,Residential,House,Water,2024-03-01,944.02,944.02,EFT,Paid,0,0
CUST009763,Mpumalanga,Municipality_F,Residential,House,Water,2024-04-01,842.62,842.62,Card,Paid,0,0
CUST009764,Gauteng,Municipality_A,Residential,House,Water,2024-05-01,533.37,533.37,Cash,Paid,0,0
CUST009765,Gauteng,Municipality_A,Business,House,Water,2024-06-01,2720.46,563.15,Cash,Partial,2157.31,21
CUST009766,Limpopo,Municipality_D,Residential,House,Waste,2024-07-01,426.19,426.19,Card,Paid,0,0
CUST009767,Gauteng,Municipality_B,Residential,Apartment,Electricity,2024-08-01,1085.57,1085.57,Card,Paid,0,0
CUST009768,Limpopo,Municipality_C,Residential,House,Electricity,2024-09-01,1280.94,882.27,Cash,Partial,398.67,45
CUST009769,Gauteng,Municipality_B,Business,House,Electricity,2024-10-01,4151.84,4151.84,EFT,Paid,0,0
CUST009770,Limpopo,Municipality_D,Business,Commercial,Water,2024-11-01,2928.51,2928.51,Card,Paid,0,0
CUST009771,Limpopo,Municipality_D,Residential,Apartment,Electricity,2024-12-01,1497.17,1497.17,EFT,Paid,0,0
CUST009772,Limpopo,Municipality_C,Residential,House,Water,2025-01-01,917.56,917.56,EFT,Paid,0,0
CUST009773,Gauteng,Municipality_B,Residential,House,Water,2025-02-01,613.34,135.12,Card,Partial,478.22,3
CUST009774,Gauteng,Municipality_A,Residential,House,Water,2025-03-01,966.05,966.05,EFT,Paid,0,0
CUST009775,Mpumalanga,Municipality_E,Residential,House,Water,2025-04-01,498.26,198.64,EFT,Partial,299.62,27
CUST009776,Gauteng,Municipality_A,Residential,Apartment,Electricity,2025-05-01,1429.97,1429.97,Card,Paid,0,0
CUST009777,Gauteng,Municipality_A,Residential,House,Water,2025-06-01,866.47,338.09,EFT,Partial,528.38,55
CUST009778,Limpopo,Municipality_C,Residential,Apartment,Property Rates,2025-07-01,1215.54,1215.54,EFT,Paid,0,0
CUST009779,KwaZulu-Natal,Municipality_H,Residential,Apartment,Water,2025-08-01,673.28,234.69,EFT,Partial,438.59,26
CUST009780,Gauteng,Municipality_A,Business,Apartment,Water,2025-09-01,1698.46,1698.46,Card,Paid,0,0
CUST009781,Limpopo,Municipality_D,Business,House,Waste,2025-10-01,1719.62,971.62,Card,Partial,748,38
CUST009782,Mpumalanga,Municipality_E,Residential,House,Waste,2025-11-01,429.48,240.02,Card,Partial,189.46,65
CUST009783,Limpopo,Municipality_C,Residential,Apartment,Water,2025-12-01,712.56,712.56,Card,Paid,0,0
CUST009784,Limpopo,Municipality_D,Residential,House,Electricity,2024-01-01,962.23,453.92,Card,Partial,508.31,51
CUST009785,Gauteng,Municipality_A,Residential,House,Property Rates,2024-02-01,1178.92,1178.92,EFT,Paid,0,0
CUST009786,Mpumalanga,Municipality_F,Residential,House,Waste,2024-03-01,342.7,132.57,EFT,Partial,210.13,37
CUST009787,Limpopo,Municipality_C,Residential,Apartment,Water,2024-04-01,544.11,544.11,Card,Paid,0,0
CUST009788,Gauteng,Municipality_A,Residential,House,Property Rates,2024-05-01,1017.34,1017.34,EFT,Paid,0,0
CUST009789,Gauteng,Municipality_A,Residential,Commercial,Electricity,2024-06-01,941.21,941.21,Card,Paid,0,0
CUST009790,Mpumalanga,Municipality_F,Residential,House,Waste,2024-07-01,304.82,304.82,Card,Paid,0,0
CUST009791,Gauteng,Municipality_B,Business,Apartment,Electricity,2024-08-01,3128.83,1726.03,EFT,Partial,1402.8,40
CUST009792,Gauteng,Municipality_B,Business,House,Waste,2024-09-01,1610.58,1610.58,Card,Paid,0,0
CUST009793,Gauteng,Municipality_B,Business,House,Water,2024-10-01,1876.67,1876.67,Card,Paid,0,0
CUST009794,Gauteng,Municipality_A,Residential,Apartment,Water,2024-11-01,544.42,544.42,Card,Paid,0,0
CUST009795,Gauteng,Municipality_A,Residential,House,Water,2024-12-01,625.19,625.19,Card,Paid,0,0
CUST009796,Mpumalanga,Municipality_F,Residential,House,Water,2025-01-01,812.21,414.89,Cash,Partial,397.32,37
CUST009797,Limpopo,Municipality_D,Residential,House,Water,2025-02-01,738.1,738.1,EFT,Paid,0,0
CUST009798,Gauteng,Municipality_A,Residential,Apartment,Waste,2025-03-01,314.57,314.57,EFT,Paid,0,0
CUST009799,Gauteng,Municipality_A,Residential,Apartment,Waste,2025-04-01,253.05,253.05,EFT,Paid,0,0
CUST009800,Limpopo,Municipality_C,Residential,Apartment,Water,2025-05-01,496.93,334.67,EFT,Partial,162.26,79
CUST009801,Gauteng,Municipality_A,Residential,Apartment,Electricity,2025-06-01,878.33,878.33,EFT,Paid,0,0
CUST009802,KwaZulu-Natal,Municipality_G,Residential,Apartment,Electricity,2025-07-01,1266.59,1266.59,EFT,Paid,0,0
CUST009803,KwaZulu-Natal,Municipality_G,Residential,Apartment,Waste,2025-08-01,326.85,326.85,EFT,Paid,0,0
CUST009804,KwaZulu-Natal,Municipality_H,Residential,House,Electricity,2025-09-01,1075.04,1075.04,EFT,Paid,0,0
CUST009805,Mpumalanga,Municipality_F,Residential,Commercial,Electricity,2025-10-01,977.57,977.57,Cash,Paid,0,0
CUST009806,Limpopo,Municipality_C,Business,House,Water,2025-11-01,1859.79,1859.79,Card,Paid,0,0
CUST009807,Gauteng,Municipality_B,Residential,Commercial,Water,2025-12-01,710.67,710.67,Card,Paid,0,0
CUST009808,KwaZulu-Natal,Municipality_G,Residential,Apartment,Electricity,2024-01-01,1187.2,0,None,Unpaid,1187.2,313
CUST009809,Limpopo,Municipality_C,Residential,Apartment,Water,2024-02-01,594.42,594.42,EFT,Paid,0,0
CUST009810,Gauteng,Municipality_B,Residential,House,Water,2024-03-01,856.99,856.99,Card,Paid,0,0
CUST009811,Gauteng,Municipality_A,Residential,House,Waste,2024-04-01,252.97,252.97,EFT,Paid,0,0
CUST009812,Mpumalanga,Municipality_E,Residential,House,Water,2024-05-01,615.7,615.7,Card,Paid,0,0
CUST009813,Limpopo,Municipality_D,Business,House,Electricity,2024-06-01,3781.35,3781.35,Card,Paid,0,0
CUST009814,Limpopo,Municipality_D,Business,House,Electricity,2024-07-01,4399.44,3331.6,Card,Partial,1067.84,19
CUST009815,Mpumalanga,Municipality_F,Residential,House,Waste,2024-08-01,372.85,372.85,EFT,Paid,0,0
CUST009816,Gauteng,Municipality_A,Residential,House,Electricity,2024-09-01,1418.48,1418.48,Card,Paid,0,0
CUST009817,Limpopo,Municipality_C,Residential,House,Water,2024-10-01,854.53,854.53,EFT,Paid,0,0
CUST009818,Gauteng,Municipality_B,Residential,House,Waste,2024-11-01,355.01,145.17,Cash,Partial,209.84,61
CUST009819,Limpopo,Municipality_C,Residential,House,Property Rates,2024-12-01,867,0,None,Unpaid,867,309
CUST009820,Gauteng,Municipality_A,Residential,House,Water,2025-01-01,811.47,811.47,Card,Paid,0,0
CUST009821,Limpopo,Municipality_C,Residential,Apartment,Water,2025-02-01,673.68,673.68,EFT,Paid,0,0
CUST009822,Gauteng,Municipality_A,Residential,House,Water,2025-03-01,879.44,879.44,Card,Paid,0,0
CUST009823,Gauteng,Municipality_A,Residential,House,Water,2025-04-01,953.02,953.02,Cash,Paid,0,0
CUST009824,Limpopo,Municipality_C,Business,House,Waste,2025-05-01,1346.21,639.32,EFT,Partial,706.89,27
CUST009825,Limpopo,Municipality_C,Residential,House,Property Rates,2025-06-01,1322.39,1322.39,Card,Paid,0,0
CUST009826,Limpopo,Municipality_D,Residential,House,Electricity,2025-07-01,826.13,826.13,EFT,Paid,0,0
CUST009827,Gauteng,Municipality_A,Residential,House,Electricity,2025-08-01,870.69,870.69,Cash,Paid,0,0
CUST009828,Limpopo,Municipality_D,Residential,Commercial,Waste,2025-09-01,295.07,295.07,Card,Paid,0,0
CUST009829,Limpopo,Municipality_D,Residential,House,Water,2025-10-01,908.13,908.13,EFT,Paid,0,0
CUST009830,Limpopo,Municipality_C,Business,House,Electricity,2025-11-01,4882.45,4882.45,Card,Paid,0,0
CUST009831,KwaZulu-Natal,Municipality_H,Residential,Commercial,Electricity,2025-12-01,1420.87,1420.87,Card,Paid,0,0
CUST009832,Mpumalanga,Municipality_E,Residential,Apartment,Water,2024-01-01,685.16,685.16,EFT,Paid,0,0
CUST009833,Limpopo,Municipality_D,Residential,Apartment,Electricity,2024-02-01,1511.17,1511.17,Card,Paid,0,0
CUST009834,Limpopo,Municipality_C,Residential,Apartment,Waste,2024-03-01,366.59,246.6,Card,Partial,119.99,43
CUST009835,Limpopo,Municipality_D,Residential,House,Water,2024-04-01,922.68,922.68,Card,Paid,0,0
CUST009836,Gauteng,Municipality_B,Residential,House,Water,2024-05-01,890.14,890.14,Cash,Paid,0,0
CUST009837,Limpopo,Municipality_D,Business,Apartment,Waste,2024-06-01,1377.19,1377.19,EFT,Paid,0,0
CUST009838,Gauteng,Municipality_B,Residential,House,Water,2024-07-01,970.42,705.42,Cash,Partial,265,65
CUST009839,Limpopo,Municipality_D,Business,House,Electricity,2024-08-01,3994.67,1071.69,EFT,Partial,2922.98,7
CUST009840,Mpumalanga,Municipality_F,Residential,House,Water,2024-09-01,647.17,647.17,EFT,Paid,0,0
CUST009841,Limpopo,Municipality_D,Business,House,Waste,2024-10-01,1373.77,325.08,Cash,Partial,1048.69,40
CUST009842,Limpopo,Municipality_C,Residential,House,Electricity,2024-11-01,1462.64,1462.64,Card,Paid,0,0
CUST009843,Gauteng,Municipality_B,Residential,House,Water,2024-12-01,594.33,173.82,EFT,Partial,420.51,3
CUST009844,Limpopo,Municipality_C,Residential,House,Electricity,2025-01-01,860.31,860.31,EFT,Paid,0,0
CUST009845,Mpumalanga,Municipality_E,Residential,Apartment,Water,2025-02-01,520.51,520.51,Card,Paid,0,0
CUST009846,Gauteng,Municipality_B,Residential,House,Water,2025-03-01,751.27,751.27,Card,Paid,0,0
CUST009847,Mpumalanga,Municipality_F,Residential,Apartment,Water,2025-04-01,645.28,645.28,EFT,Paid,0,0
CUST009848,Limpopo,Municipality_D,Residential,House,Waste,2025-05-01,406.91,223.67,EFT,Partial,183.24,78
CUST009849,Limpopo,Municipality_D,Residential,Apartment,Water,2025-06-01,541.33,332.25,Card,Partial,209.08,85
CUST009850,Limpopo,Municipality_C,Residential,House,Water,2025-07-01,638.36,508.9,EFT,Partial,129.46,57
